-2.611835695967961328e+03,-2.611640854441230658e+03
-2.612003596718053359e+03,-2.611825969499936946e+03
-2.612210203670910232e+03,-2.612084404969754360e+03
-2.612353734508339585e+03,-2.612264976417409343e+03
-2.612452946955865173e+03,-2.612384019117024309e+03
-2.612483934661333478e+03,-2.612390688762086938e+03
-2.612523100295481981e+03,-2.612433366788133299e+03
-2.612596449036543163e+03,-2.612477981456619545e+03
-2.612664501100032794e+03,-2.612474806933301352e+03
-2.612685733568180240e+03,-2.612483952591856450e+03
-2.612700207473839782e+03,-2.612492898394763870e+03
-2.612712640179747268e+03,-2.612502560522556450e+03
-2.612721430844047063e+03,-2.612513346569402529e+03
-2.612725137405607711e+03,-2.612521912409661127e+03
-2.612727155655905790e+03,-2.612530565081169243e+03
-2.612728700796187240e+03,-2.612536931166192062e+03
-2.612729670281906238e+03,-2.612545311257745652e+03
-2.612730019121991063e+03,-2.612560752808507914e+03
-2.612728840488079641e+03,-2.612586063436449422e+03
-2.612728222301327150e+03,-2.612607520550101981e+03
-2.612733770815169919e+03,-2.612616830993926669e+03
-2.612737834214699888e+03,-2.612631092372547755e+03
-2.612739020224928481e+03,-2.612642557609260621e+03
-2.612739911831129120e+03,-2.612655239877409713e+03
-2.612740133568594956e+03,-2.612667810574780106e+03
-2.612739694538306594e+03,-2.612674416643620134e+03
-2.612741734598227595e+03,-2.612678003444208116e+03
-2.612742772377761412e+03,-2.612679835373629885e+03
-2.612743568116977258e+03,-2.612680930078735855e+03
-2.612744101560713261e+03,-2.612682526385346137e+03
-2.612744226277270172e+03,-2.612684269354187563e+03
-2.612744505706531072e+03,-2.612685015085437044e+03
-2.612744759470214831e+03,-2.612686350072011919e+03
-2.612745035138407275e+03,-2.612688089032492371e+03
-2.612745292175199666e+03,-2.612690073083785592e+03
-2.612745497678963602e+03,-2.612692753906629605e+03
-2.612745652986487585e+03,-2.612695351453648527e+03
-2.612745699401535148e+03,-2.612698200563344926e+03
-2.612746145797988902e+03,-2.612700212719043066e+03
-2.612746201032018689e+03,-2.612703526481404879e+03
-2.612745963289032716e+03,-2.612707454836824127e+03
-2.612745735168366991e+03,-2.612711196063553416e+03
-2.612746101762043054e+03,-2.612713838529898112e+03
-2.612746636347291769e+03,-2.612714684259248770e+03
-2.612746993824877336e+03,-2.612715375542374659e+03
-2.612747303942697272e+03,-2.612715972893495746e+03
-2.612747508316720086e+03,-2.612716248741417076e+03
-2.612747686831199644e+03,-2.612716366284036667e+03
-2.612747834726882502e+03,-2.612716424812370406e+03
-2.612747938400933435e+03,-2.612716500184103097e+03
-2.612748051040817245e+03,-2.612716538635193501e+03
-2.612748143377809356e+03,-2.612716594597303356e+03
-2.612748178721902605e+03,-2.612716713624673957e+03
-2.612748184409267651e+03,-2.612716917425149859e+03
-2.612748238312245121e+03,-2.612717071955415122e+03
-2.612748234116724689e+03,-2.612717293800473271e+03
-2.612748285453112203e+03,-2.612717383316070482e+03
-2.612748324303194750e+03,-2.612717522981825368e+03
-2.612748365984316933e+03,-2.612717624041898944e+03
-2.612748424486727799e+03,-2.612717677445517438e+03
-2.612748504260041045e+03,-2.612717707585626158e+03
-2.612748600310171241e+03,-2.612717745412539898e+03
-2.612748702349114865e+03,-2.612717798733068776e+03
-2.612748812805191392e+03,-2.612717846570810707e+03
-2.612748902518899285e+03,-2.612717907220981942e+03
-2.612748990700559716e+03,-2.612717945436976606e+03
-2.612749048103988116e+03,-2.612718006610479733e+03
-2.612749105224708273e+03,-2.612718063115887162e+03
-2.612749152284475258e+03,-2.612718115334808772e+03
-2.612749199334809873e+03,-2.612718150342302124e+03
-2.612749241680921841e+03,-2.612718194601680807e+03
-2.612749307756239432e+03,-2.612718219853364644e+03
-2.612749371354651430e+03,-2.612718255228092858e+03
-2.612749469961091108e+03,-2.612718254208808048e+03
-2.612749547889824044e+03,-2.612718294865812368e+03
-2.612749623433209763e+03,-2.612718361208744682e+03
-2.612749666287737000e+03,-2.612718497744063370e+03
-2.612749705298410390e+03,-2.612718606879223898e+03
-2.612749744894707419e+03,-2.612718702633011617e+03
-2.612749780662466947e+03,-2.612718754705520951e+03
-2.612749816115073827e+03,-2.612718794952176268e+03
-2.612749842252121653e+03,-2.612718827472263456e+03
-2.612749892811871177e+03,-2.612718854006845504e+03
-2.612749955829178816e+03,-2.612718865105428449e+03
-2.612749992818614373e+03,-2.612718890069343615e+03
-2.612750047710463150e+03,-2.612718911685397870e+03
-2.612750106963496364e+03,-2.612718936655972357e+03
-2.612750149717770910e+03,-2.612719021614738267e+03
-2.612750220200381136e+03,-2.612719041506604754e+03
-2.612750241672780248e+03,-2.612719179592393630e+03
-2.612750291572498554e+03,-2.612719237083106236e+03
-2.612750312729200687e+03,-2.612719303736638267e+03
-2.612750361577016065e+03,-2.612719299624094674e+03
-2.612750385168115827e+03,-2.612719344532919877e+03
-2.612750440314291154e+03,-2.612719353616119406e+03
-2.612750457610603007e+03,-2.612719412952403218e+03
-2.612750466715724087e+03,-2.612719472039596440e+03
